,abstract,labels
853,prototypical_spatial_relationships approach__named object_categorization spatial_relevance model_relative_location novel_approach spatial_context_improves accuracy maximize_object_label agreement_according relative_location categories_compared pairwise_features local_appearance_based features vector_quantizing appearance uses combining_co_occurrence conditional_random_field crf feature_space,'Machine learning applications'
854,global_silhouette_like descriptions learnt_object_components range making_efficient dimensional_representation training_instances large_databases experiments features_based_representations unsupervised_learning models local_structures challenging_pascalpsila_multi class_detection_tasks discover_object_categories line_segments supervised_detection training_examples visual_object_categories supervised_multi_category detection novel_method totally_unsupervised_fashion multiple_visual_categories approach_improves multiple_view_points,'Optimization'
855,view__style framework_leads temporally_segmenting_videos appearance_variations previously_reported_recognition rate ballistic_movements_form natural_units approachpsilas_general_utility interactive_movements high_recognition rates atomic_movements individual_movements ballistic_dynamics_enhances action_recognition bayesian_framework robust_algorithm ballistic_dynamics psycho_kinesiological_studies indicate popular_motion_history image_feature gesture_recognition_task person_centric_morphological labels_ballistic_verbs,'General machine learning'
856,local_search_responses global_warp_update major_problem_hindering classic_lucas_kanade approach performance non_rigid_object approach_receives_improved performance leading_holistic_approaches aams used_general_purpose optimizers_simplex methods local_patch_response multipie_database constrained_local_models clms non_rigid_face gradient_descent_image alignment enforcing_convexity efficient_manner jointly_optimize graph_based_optimization techniques_problems exist non_rigid_object alignment_tracking special_case,'Optimization'
857,conventional_paradigms low_resolution_face considerably_improved_compared face_recognition_algorithm eigenfaces_fisher etc sufficient_resolution super_resolution_algorithm times_pixel_size prior_information face_features recognition_perspectives approaches measures face_recognition_degrades super_resolution_reconstruction super_resolution_method low_resolution_domain low_resolution_training set high_resolution_training,'Machine learning applications'
858,facial_component versus_open_lids facial_features american_sign_language asl__sentences subclass_divisions facial_features_varies quite_reliably_detect color_segmentation extreme__extensive internal_features limited_success facial_features textural_information major_facial_features brows_eyes mouth learning_algorithms changing_expression pose detailed_detection advanced_dramatically video_sequences facial_feature idea_used decades__algorithms obtain_precise_descriptions precise_detection distinct_construction face_detection training_samples manual_detection error face_detection_algorithm process_permits detailed_description,'Machine learning applications'
859,target_task learning_discriminative_linear complementary_task mutual_information_measure classification_task face_classification_field subject_recognition small_sample_size problem complementary_task feature_space facial_expression_classification improved_feature_extraction environmental_artifacts complementary_tasks complementary_classification_task target_one complementary_classification projected_data,'Machine learning applications'
860,Cost-sensitive_face_recognition face_recognition_based door_locker_misclassifies bayes_decision_theory implicitly_assumes systems_attempt multi_class_cost sensitive_learning_task theoretically_sound_method problem__experimental family_member,'Machine learning applications'
861,data_set data_sets discriminative_image_model retrieve_images caltech_data_sets exploiting_established_online knowledge_resources wikipedia_pages image_appearance berg_al schroff_al bergpsilas_collection data_set text_around categories__experimental results method_determines specified_object_class animal_categories text,'Machine learning applications'
862,Finding_trails image_pixel_trail probabilities splitting_heuristic_based global_cost_function time__automated tools optimal_trail rough_roads length_term_significantly mile_continental_divide mountain_bike_trail assumptions_prevalent recognizing_relatively_straight dijkstras_algorithm challenging_images finding_trails adequately_mapped classification_techniques approach_combines_local estimates local_part general_problem global_constraint road_literature known_dynamic_programming methods difficult_problem trails aerial_images defined_roadways statistical_learning_approach methods_developed path_length global_probability digital_images finding_recreational_trails cartographers__recreational users,'Optimization'
863,overall_framework associated_likelihoods dual_layer_markov random_field mrf image_alignment training_data_collection novel_application_framework simultaneously_labels_image pixels results foreground_strokes compute_per_pixel likelihoods ink_bleed_intensities classification_problem,'Optimization'
864,promising_application_potential novel_framework semantic_concepts small_semantic_gaps lcss model_construction surrounding_descriptions titles__categories concept_based_multimedia search content_context_similarity matrix__images data_collection annotation data_collection multimedia_information_retrieval high_level_concepts large_scale_image dataset lexicon_offers small_semantic_gaps concepts image_annotation_refinement open_question,'Machine learning applications'
865,Robust_dual_motion deblurred_image blurred_images camera_shaking kernel_estimation single_image_motion deblurring_algorithms complex_motion_blurs robust_algorithm perform_iteratively_kernel estimation consecutively_captured_blurred photos robust_approach robust_feedback_algorithm successfully_estimate_large kernel_priors robust_cost_function serves continuity__remove ambiguity greatly_improved clear_image robust_cost_function image_deblurring reject_outliers,'Machine learning applications'
866,multiple_rotation_symmetry groups corresponding_supporting_regions dense_symmetry_strength frieze_expansion_patterns image__experimental results transforms_rotation_symmetry group_detection frieze_expansion_method rotation_symmetry_group detection cyclic_versus_dihedral symmetry_groups image__concentric detection_problem discriminate_discrete_versus effective_algorithm rotation_detection_algorithm potential_rotational_symmetry superior_performance,'Machine learning applications'
867,anti_aliasing_filters blurry_input_image method_handles_blur single_image motion__defocus capturing_light inherent_aspects measure_blur ldquosharprdquo_version scene_content estimates_non_parametric sub_pixel super_resolved defocus__slight camera_motion camera_sensor non_zero_area completely_automatic fast limited_sensor_resolution imaging_system known_printed_calibration target subpixel_resolution image_blur,'Optimization'
868,extend_histogram_based features histogram_patterns color_histogram edge_histogram local_binary pattern_histogram markov_stationary_analysis trecvid_video_concept involves_spatial_structure information improvement compact_feature_representation extended_histogram_features oriented_gradients spatial_co_occurrence extend_histogram_based features histogram_bins keeps_simplicity compactness__efficiency histogram_bins moreover general_framework_called markov_stationary_features msf,'Machine learning applications'
869,general_layout lower_dimension embedding_space quantized_local_invariant descriptors obtained_high_dimensional representation spectral_properties expose_classification large_intra_class variation points_clusters relative_arrangement approach_compare_favorably different_nodes relative_frequency particular_case commute_times different_images classification_tasks image_representation,'Optimization'
870,large_databases feature_dimensions dissimilarity_constraints hashing_construction_enables efficient_indexing enables_scalable_image search randomized_locality_sensitive hash_functions mahalanobis_distance_function vector_spaces explicit_weighting imagespsila_underlying_relationships approach_applied learned_metric_parameterization learned_metric allow_sub_linear time_similarity_search high_dimensionality_make commonly_used_metric baselines learned_metrics learned_distances learned_metrics_improve accuracy_relative enables_metric_learning indirect_solution,'Optimization'
871,visual_word_vectors improve_accuracy neighborhood_structure local_distribution two_level_scheme image_search approach_significantly_outperforms efficient_search_structure large_sets iteratively_estimates_distance correcting_terms query_time contextual_dissimilarity_measure measure__cdm level_partitions second_level subsequently_used method_allows_fast,'Probabilistic inference'
872,spatial_domain camera_setting darker_pixels color_images different_colors sensor_noise_model poisson_distribution corners__independent brighter_pixels_tolerate greater_variation confidence_interval property_means skellam_distribution hypothesis_test sensor_response linearly_related resulting_algorithm_requires fine_details image_structures temporal_domain skellam_parameters noise_model_based approach conventional_gaussian_smoothing intensity_difference cmos_cameras,'Machine learning applications'
873,image_points relative_camera_pose computation estimating_radial_distortion computing_completrobner basis computational_efficiency solution_leads images__unlike special_algorithms minimal_problems minimal_number solving_systems epipolar_geometry robust_solver action_matrix fundamental_matrix finding_eigenvectors cubic_equation algebraic_equations,'Machine learning applications'
874,guaranteed_global_optimality concrete_example linfin_triangulation abstract_framework non_trivial_basis operation_subroutines practical_algorithm robust_optimal_multi view_triangulation actually_implement,'Machine learning applications'
875,representing_activities_comprised low_level_visual detectors recognize_complex long_term_activities approach_integrates_temporal likely_observed_sequence long_term sequential_activities containing_complex_activities video_sequences additional_activities describing_complex_activities dynamic_bayesian_network structure erlang_distribution major_components approximate_viterbi_like algorithm idle_time scalable_approach higher_level_reasoning components observing_actions hierarchical__object oriented_design_lends object_oriented_action hierarchy particular_low_level detector_implementation building_arbitrarily_complex action_detectors partially_ordered_sub actions ordering_constraints parallel_streams comprehensive_model,'Machine learning applications'
876,best_explains jigsaw_pixels practical_applications significantly_improves large_jigsaws_novel sparse_belief propagation_algorithm model non_overlapping_patches latent_jigsaw_image shape__size computation_time significant_savings latent_image large_jigsaws_needed varying_shape hybrid_method image_pixel large_space make_learning repeated_structures hybrid_inference_method leads model_scales_linearly possible_jigsaw_pixels,'Optimization'
877,linear_subspace_parameters als_based_algorithm variational_bayes vb__method roweiss_formulation squares__als algorithm certain_type irls_algorithm convergence_property irls_algorithm bayesian_generalization outliers__termed vector_wise_outliers standard_algorithm data_points robust_version missing_data computational_time robust_subspace_learning,'Optimization'
878,art art_object detection_algorithm learns medical_image_offers strong_contextual_information integral_image confidence_scorer effectively_leveraging input_image sparse_scans computational_complexity_linearly depends regression_function scan_window target_object exhaustive_scanning detecting_left_ventricle learning_task annotated_database effective_tool foreground_object detecting_medical_anatomy echocardiogram__achieving improved_accuracy art_object detection_algorithm image_based_boosting ridge_regression_algorithm training_efficiency detection_algorithm_exhaustively scans binary_classifier medical_context object_instances appearance_observed regression_approach displacement_vector exhibits_good_generalization capability,'Optimization'
879,consistently_improves_search quality large_corpus image_feature_vocabulary queries__building randomized_trees efficient_spatial_verification stage model user_supplies larger__web scale_image_corpora visual_vocabulary compare_different_scalable methods novel_quantization_method ranked_list photo_sharing_site major_time object__retrieved query_object performance_bottleneck million_images_crawled large_scale_object retrieval_system major_effect promising_step query_image retrieval_quality,'Probabilistic inference'
880,model_replaces foregroundbackground_model memory_requirements work ballooning_term computation_time perform_poorly probabilistic_visibility multi_resolution_graph stereo_photo_consistency criterion multi_view_stereo depth_map_fusion commonly_used_naive foreground_model_based,'Machine learning applications'
881,build_predictive_models training_data flexible_formulation plausible_labels earlier_approaches classifiers_despite images_annotated training_data recently_developed_comprehensive evaluation_data constraints_available data_items fitting_complex_models addresses_difficulties complex_models reduce_correspondence_ambiguity keyword_refers correspondence_ambiguity,'Optimization'
882,discriminative_tracking frame_yield_direct predictions tracked_target discriminative_approach relevance explicitly_address image_sequences partial_occlusions bayesian_mixture targets_state g__positionscalerotation partial_occlusions corresponding_relevance template_tracking prediction_accuracy motions_large accurately_predict classical_methods multiple_observations probabilistic_kernel_based fast_motion newunseen_observation posterior_probability image_patches efficient_visual deteriorate_drastically recursive_scheme training_set probabilistic_predictions,'Machine learning applications'
883,negligible_impact classification_performance discriminative_information feature_observation_sequences correct_classification_errors optimal_feature_subset associated_static_classifiers optimal_subset classification_errors supervised_feature_subset selection feature_observations class_syntax_models optimal_class_label sequence different_classes_overlap training_data combines_static_classifiers static_classifiers parsing_algorithm drug_administration fda_documents court_case notices class_syntax logical_entity_recognition novel_method class_labels eliminate_redundant_features static_classifiers unified_algorithms scanned_historical_u class_syntax significantly_reduces feature_space locational_evolvement model_temporal,'Optimization'
884,accurately_register_images experiments complex_image_registration problems preliminary_step hybrid_gibbsmetropolis_hasting algorithms main_feature markov_chain_monte carlo_techniques local_maxima displacement_random_fields markovian_property statistical_registration_framework finite_element_basis fe penalized_technique specific_features posterior_distribution fully_advantage model_parameters second_technique,'Machine learning applications'
885,learn_shadow_appearance parameters training_collection creating_classifiers time_consuming data_sources_train different_data allows_rapid_adaptation visual_imagery manually_annotate supervised_annotation providing_example_applications main_disadvantages drawbacks_simultaneously robustly_learn_changing skin_models,'Optimization'
886,Fixed_topology_skeletons novel_approach general_structure undirected_graphs representation_naturally_defines people_silhouettes hand_outlines medical_structures images skeleton_computation graph_topology_remains underlying_skeleton example_applications include_object recognition object_outline global_shape shape_outline skeleton_extraction shape_analysis energy_minimization distance_transform topology_skeletons skeleton_points iterative__snake like_algorithm greatly_reduces_sensitivity known_ahead digits__small changes model_connectivity,'General machine learning'
887,texture_discrimination automatic_clustering_algorithm rotation_invariant_property texture_representation scaling_behaviour analyzing_aerial_images different_orientations geographical_elements multifractal_features self_similar_multifractal measures watershed_technique supervised_segmentation_framework,'Machine learning applications'
888,multiscale multiscale_image segmentation electric_networks image_segmentation segmentation_process normalized_measures coarsening_process compute_additional_internal statistics irregular_pyramid fast__multiscale algorithm_detects fewer_variables_producing dozen_operations associate_pixels_close algebraic_multigrid amg__solvers recursive_coarsening algorithm_uses_modern numeric_techniques emerging_segments minimization_problem appropriate_segment minimization_problems complete_hierarchical_decomposition approximate_solution,'Machine learning applications'
889,natural_images expectation_maximization successfully_segment method experimental_tests gaussian_clusters method_allows multimodal_texture gaussian_models unsupervised_texture_segmentation complex_textures natural_images,'Optimization'
890,piecewise_smooth_functions plus_noise mumford_shah_technique gradient_descent_step involves_solving hierarchical_implementation efficient_algorithm_capable classic_mumford_shah problem mumford_shah_functional attractive_ability pixel_measurements data_quality standard_mumford_shah boundary_value_stochastic processes curve_evolution_implementation triple_points gradient_descent_equation smooth_reconstruction resulting_active_contour model_inherits coupled_mumford_shah spatially_varying curves_define corresponding_optimal_estimation problem,'General machine learning'
891,condensation_approach g_affine projective moving_finger understood_deformations possible_curves learned_prior understood_groups curves_allows certain_complexity_bounds tracking_problem training_curves tracked_curve second_set,'Optimization'
892,motion_edges multifeature_tracking_approach segmentation_problem required_topographic_surface method__objects camera_motion results object_tracking long_sequences object_corners image_clutter predicted_contour_intensity edges watershed_algorithm model_free_method,'Machine learning applications'
893,iterative_probability_propagation greedy_technique large_numbers occlusion_process multiple_occluding_objects allowable_objects optical_flow_break algorithm_finds recently_used possible_configurations error_correcting_decoding experiments possible_objects noisy_image bayesian_network plausible_interpretations exact_inference small_problem brute_force_method approximately_recover iterations_increases reasonably_large_numbers known__methods exact_algorithm quite_surprisingly analyze_shape_features occlusion_boundaries allowable_objects perform_inference difficult_problem,'Deep learning'
894,select_similarity_metrics data_distributions image_classification transductive_problem supervised_learning_faces relevance_feedback probabilistic_structure select_good_features vision_applications labeled_images unlabeled_data features cast_image_retrieval insufficient_labeled_training linear_transformation probabilistic_framework image_classifier labeled_data image_retrieval_applications generative_model poor_generalization image_retrieval satisfactory_performance,'Optimization'
895,Boosting_image_retrieval causal_structure feature_space highly_selective_features million_images large_number scanned_rapidly large_database visual_causes technique_known classification_function boosting_procedure_learns example_images visually_similar_share causes user_selects query_time,'Machine learning applications'
896,learning_process vigorous_optimization_formulation retrieval_system wide_range rank_measure working_conditions interactive_image_retrieval large_size_heterogeneous image_collection_consisting art_techniques conditions__various principled_way images__retrieval performance multiple_visual_features vision_techniques compute__extensive comparisons depth_study combining_learning effectively_learn,'Machine learning applications'
897,modeling_different_facial facs action_units aus_multi state_facial_component models transient_facial_features upper_face_expressions neural_network facial_features feature_parameters permanent_facial_features brows_eyes mouth recognizes_upper_face action_units test_data detailed_parametric_descriptions facial_furrows single_action_units recognition_rate recognizes_finrained changes facial_action_coding facial_expression_based analyze_subtle_changes nearly_frontal_image sequence,'Probabilistic inference'
898,wavelet_decomposition discrete_states hidden_markov_model hmm conventional_template methods statistical_dependency different_levels level_capture novel_approach eigenface_methods frontal_face_detection matched_filter,'Probabilistic inference'
899,parameter_space initially_faraway_poses initial_poses combined_feature_feature similarity_measure ftsm_noticeable_properties reliably_align_varying pose_faces complex_manifold face_alignment_algorithm easy_determination evaluate_image_differences significant_clutter separate_subspace_models combined_ftsm represent_frontal_face patterns feature_points feature_based_similarity measure__fbsm combined_unified_nonlinear model_pose formulate_face_alignment hill_climb_directions computing_gradients match_unknown_pose combined_ftsm_include model_based_parameter estimation_problem error_functions spatial_differences,'Machine learning applications'
900,efficient_implementation image_segmentation_algorithm small_components property_allows pixels_csub_around special_point_outside main_tool minimum_cost results groups_csub natural_segmentation nearby_large_clusters graph_cuts artificial_images intersecting_closed_contours,'Machine learning applications'
901,process_called_congealing data_defined_model prior_knowledge congealing_process effectively_bringing_test data classifier_based congealing_process jointly__producing single_training_example summed_component_wise pixel_wise entropies probability_density,'Machine learning applications'
902,tracked_features enhanced_visualization image_registration fine_process large_scale_urban scene model__experimental results aligning_projected estimated_poses information_derived long_aerial oriented_imagradient energy_pyramids video_texture predicted_poses prior_coarse_untextured polyhedral_model moving_camera ground_level_videos model_line_segments different_points,'Optimization'
903,polygonal_representation surface_extraction phytoplankton_classification prove_correct general_framework motion_regions incremental_motion_typical active_contours polygonal_implementation enables_active_contours topology_changes contour_representation undergo_topology_changes appropriately_handled proved_correct significantly_affect_execution region__contour intersections contours_evolve correctly_represent_regions,'General machine learning'
904,camera_translation likelihood_functions main_advantages confidence_bounds confidence_bound total_least_squares tls function_solely determined_linear_systems bayesian_framework probability_functions estimates associated_likelihood_functions increase functions derive_suitable_confidence bounds obtain_likelihood_functions bayesian_tracking reliable_confidence_bound bayesian_belief_propagation shown_previously,'Optimization'
905,wallpaper_groups rotation__reflection glide_reflection global_symmetry group_leads principled_method repeated_pattern translational_lattice addressed_detection representative_motif experiments exhibit_local_symmetry consistent repeated_pattern following_automatic_classification human_perception innate_ability entire_pattern powerful_insight candidate_motifs extract_visually_meaningful building_blocks motifs_conform perceive_symmetry mathematical_theory novel_peak_detection algorithm_based underlying_translational_lattice patterns_symmetry_group knowledge repeated_pattern,'Optimization'
906,parametric_template_space quickly_matched object_position subpixel_matching_scheme template_matching_method high_precision_estimation image_object method_geometrical_changes non_geometrical_changes translation__rotation template_images individual_variation illumination_variations reference_image,'Machine learning applications'
907,recovering_information point_correspondences human_figure articulated_object calibrated_camera single_variable single_image effective_algorithm reconstruction_problem_parameterized,'Machine learning applications'
908,rarely_written generalized_hough_transform hough_kernels objects_geometry mind__leading objects_features algorithm_represents intelligent_rooms_equipped partial_occlusion background_clutter false_alarm_rate video_cameras uses_color_information hands_occluding eliminate_parts detection_rate hough_kernels_implement object_recognition object_recognition algorithms typical_person image_correlation impracticalities_include_speed normal_consumer small__quantized edge_templates execution__elaborate training_rituals,'Learning theory'
909,likelihood_model general_models_rely hand_crafting_models adaptive_likelihood_model g model_parameters main_contributions_compared general_deformable_models fast_general_initialization algorithm manual_interaction shape_learning_algorithm general_deformable_template filter_interpretation selecting_parameters unified_scheme local_means maximum_likelihood_based criteria supervised_learning_scheme fast_initialization_algorithm model_parameters training_set,'Optimization'
910,snow_based_method recognition_rates intermediate_representations_extracted columbia_object_image database__coil naturally_tied learn_representations past_experience performance_degrades_gracefully quantifies_success_relative probably_approximately correct__model object_recognition training_data_contains fewer_views observed_objects large_scale_experimental study occlusion_noise snow_learning_architecture object_representation,'Machine learning applications'
911,Distortion-invariant_recognition jittered_queries contexts__providing invariances similar_examples reducing_training_time single_pattern nist_handwritten_digit database error_rate test_example patterns_formed translation_distortions_produced query_intended enabling_robust searches_based similar_class_models model_selection memory_based_learning ii robust_query test_time achieving_distortion_invariant recognition successfully_pre_compiled single_example preliminary_tests query_execution significant_advantages,'Optimization'
912,Reliable_feature views rotation__stretch texture_invariants image_feature_matches features application explicitly_addressed feature_matching_process images_corresponding ignore_unreliable_matches window_effects feature_matches robust_method object_seen relative_camera_positions linear_transformations physical_point arbitrary_viewpoints conventional_stereo approaches characterisation prior_knowledge,'Machine learning applications'
913,detect_moving_people grouping_technique_called tensor_voting particularly_useful local_neighborhood office_environments robust_segmentation motion_segmentation_algorithm devised_based minimum_saliency typical_home contour_analysis varying_body_sizes missing_data noise initialization__uses subjective_threshold significant_motion scene_analysis temporal_differencing multiple_persons people_detector,'Machine learning applications'
914,principled_algorithm regularized_solution translation_invariant models three_dimensional_shape uniquely_determined three_dimensional_space quadratic_cost_function generic_bilinear_calibration estimation_problem infinite_dimensional hilbert_spaces defocused_images functional_singular_value decomposition imaging_process_maps,'Machine learning applications'
915,ambiguous_multi_sensory data audiovisual_speaker_detection interactive_kiosk_environment challenging_problem actions dynamic_bayesian networks_dbns learning_framework silence_detectors novel_human_computer interfaces_poses contextual_knowledge data_exhibits_complex behavior classical_learning appealing_models dbns_based multiple_sensors problem__unfortunately statistical_inference sound__temporal fusion audio_sensors face_skin texture_mouth motion,'Machine learning applications'
916,soft_assign non_rigid_mapping thin_plate_spline varying_degrees algorithm_utilizes jointly_estimate deformation__noise non_rigid_transformations synthetic_point_sets brain_mri demonstrate different_sizes sulcal_point_sets robust_point_matching algorithm__rpm,'Optimization'
917,spring_like_connections broadly_applied quantitative_descriptions years_ago matching_pictorial_structures deformable_configuration computational_difficulty pictorial_structures recognition_problems parts_arranged pictorial_structure powerful_framework best_global_match models efficient_algorithm deformable_configuration generic_image_recognition problems improved_algorithm pictorial_stucture,'Machine learning applications'
918,high_dimensional_configuration spaces relax_constraints_arising restrictive_assumptions general_tracking modified_particle_filter continuation_principle_based narrow_peaks algorithm__termed annealed_particle_filtering principal_contribution articulated_body_motion fitness_function constraint__fall foul special_preparation main_challenge track_limbs colour_coding prior_assumptions introduce_constraints recovered__search algorithms view_restrictions articulated_body_motion large_number motion_trajectories freedom__around,'Machine learning applications'
919,discrete_time_dynamic markov_model translation__scaling predict_evolution geometric_parameterization skin_color_distribution markov_model labeled_ground_truth video_sequences_taken approach_enables_reliable skin_segmentation wide_variation segmentation model_approach time__quantitative evaluation explicit_second_order markov_model dynamically_updated_based popular_movies likelihood_estimation time__histograms video_sequences skin_color hsv__histogram color_space consequent_changes current_segmentation,'Machine learning applications'
920,unstructured_environment selecting_examples video_stream active_vision practice__experimental results slower_rate biologically_plausible_retinally neural_network architecture tracking_human_face object_moving neural_network_detects space_varying_sensor depicts,'Machine learning applications'
921,medical_professionals manually_reviewed regular_screening combines_brightness_adjustment procedure retinal_images truly_normal_retinal images novel_approach effective_treatment authors_focus retinal_images local_window_based retinal_images_obtained diabetic_related_diseases early_detection statistical_classification_method correctly_classifying abnormal_signs common_cause,'Machine learning applications'
922,anatomical_structures simulated_data specified_areas efficient_hierarchical_optimization framework adaptive_partitioning large_database objectively_evaluated multigrid_minimization anatomical_segmentation minimization_problem_involving robust_estimators,'Optimization'
923,matching_scores integrates_local_bottom hypothesizing_character_segmentations recognition_approach recognition_engine_termed hypotheses_propagation_network uses_local_point features measure shape_comparison fisher_segmental performs_shape_matching topological_sort_algorithm graph_search cursive_scripts rich_range recognition_rate fishers_linear_discriminant analysis temporal_features modular currently_performs word_dictionary,'Optimization'
924,smoothness_prior super_resolution_reconstruction constraints learns_recognition_based priors smoothness_prior_leads useful_information specific_classes magnification_factors,'Machine learning applications'
925,dense_surfaces invariant_values incorporate_constraints wrapped_around_landmark landmarks_extracted landmark_matches absolute_position_estimation results landmarks_allows extract_landmarks efficient_landmark_matching eliminate_outliers iterative_pose_estimation algorithm__based natural_terrain_based priori_pose_information closest_point_search structure concatenating_pose_dependent oriented_surface_points match_small single_feature_vector median_squares dense_scene_surface patches available_pose_constraints pose_invariant_surface signatures robust_absolute_position estimation,'Machine learning applications'
926,regular_grid_features noise_sensitivity advantages human_skin_motion experiments finite_element fem__model performance_comparison main_idea single_model_driving strategy novel_multiscale_approach naturally_handle made_elastic_materials method_includes range_images multiscale_iterative_algorithm recover_correspondences registered_intensity conventional_approach separate_snakes undirected_hausdorff_distance nonrigid_motion,'Trustworthy machine learning'
927,approach_makes recently_noted monotonic_convergence large_perspective_distortions measurement_matrix local_maximum readily_determined iterative_method true_projective_depths recovery arbitrary_number projective_structure iterative_scheme generalized_eigenvalue_problem simultaneously_recover reliable_determination dual_subspace_constraint projective_geometry pairwise_constraints multiple_images subspace_constraint projective_depths varying_initializations subspace_constraint,'Optimization'
928,online_task homogeneous_motion shape_space orthogonal_projection_matrix dimensional_subspace shape_space algorithm_uses motion_segmentation multiple_objects extract_useful_information novel_algorithm algorithm_based discriminant_analysis,'Learning theory'
929,plane_equations kruppa_equation reprojections__experimental results linear_algorithm homography_matrices initial_guess focal_lengths,'Machine learning applications'
930,two_dimensional_optimization problem shape_recovery moving_object computing_precise_depth estimates matching_optimization_problem reconstruction_accuracy heuristic_modification motion_stereo dynamic_programming_applied good_performance,'Machine learning applications'
931,robust_statistics_based method affine_projection recursive_factorization_method motion_robustly squares__lmeds criterion principal_component_analysis experiments method_estimates synthetic_data live_video_frames robust_recursive_factorization method video_frames fixed_computational_cost computational_cost discards_feature_points overall_procedure robust_approach recovering_structure demonstrate dominant_structure affine_motion,'Machine learning applications'
932,recursive_recovery focal_length pentlands_framework specialized_formulation accuracy_stability synthetic_data planarity_constraint_reduces image_sequence motion__structure observation_noise feature_correspondences_tracked specialized_formulation_addresses tracked_points feature_points_needed,'Optimization'
933,markov_chain_monte carlo_sampling maximum_likelihood_structure measurements__integrating motion_problem distribution_needed scene_structure local_maximizer probability_distribution algorithm_works guarantees_convergence efficiently_obtained possible_assignments multiple_images correspondence_information correspondence_assignments probability_distribution iteratively_refines camera_motion virtual_measurements_derived,'Learning theory'
934,blur_kernel different_approaches optimal_missing_data made__conditioning analysis butting_edge large_noise assumptions_based remain_knowing time_estimate blur_kernel_estimation regularization_theory method_converts different_levels missing_data consistency_method original_image inaccurate_estimation restore_images_captured ill_posed_restoration problem large_sensor_arrays exactly_known separable_deblurring ratio butting_technique separable_blur_kernel solid_measurement,'Optimization'
935,jointly_estimating registering_pairs employs_constraints_derived size_times feature_locations non_invertible parameter_quadratic_image transformation_model non_mosaic_image frames pairwise_matches pairwise_matching retinal_periphery multiple__uncalibrated weak_perspective_views matching_image_frames pixels_based retinal_surface adding_features_based overall_transformation_error registration_error human_retina joint_estimation particularly_valuable hierarchical__robust estimation_technique transformation_model mutually_consistent_transformations second_innovation linear__non iterative_method image_mosaics_constructed broader_area,'Optimization'
936,points__lines andor_directly image_intensities include_lines estimating_structure oliensis_method motion_simultaneously fast_factorization_algorithm,'Machine learning applications'
937,motion_field structure_recovery regularization_constraints assume_rigidity optical_flow_constraints affine_model nonlinear_motion model_fitting n_image sequences recursive_algorithm calibrated_cameras undergoing_similar_motion small_region n_eye_stereo camera scene_motion stereo_constraints scene_flow simultaneously_estimate small_regions non_rigid_motion regularization_constraints image_region motion_correspondences,'Optimization'
938,basis_shapes non_rigid_shape models image_sequences orthographic_projection model_free_approach image_sequences kanades_factorization_technique talking_person video_sequences video_recording yield_pose configuration higher_rank example__tomasi single_view_video sequences_nonrigid_shape models internal_modes linear_combination three_step_process non_rigid_human face high_accuracy tracking_matrix novel_technique_based animal_models,'Machine learning applications'
939,information_matrix applications sequential_least_squares batch_bundle_adjustment method motion_reconstruction procedure_affects avoids_deterioration scenecamera_parameters main_theoretical_advance recursive_techniques efficient_recursive_solution information_matrix reconstruction_problem image_features,'Machine learning applications'
940,outer_borders hand__typically left_ventricle software_package proteus coronary_vessels_responsible g_coronary bypass viable__healthy cardiac_tissue completely_automatic infarcted_region heart_permit imaging_techniques segmented_contours_delineating modalities_differs model_based_approach infarcted__injured tissue high_resolution_images cardiac_tissue,'Optimization'
941,grabbed_images attached_camera features__invariant translation_based local_integration neural_network live_defect_detection,'Optimization'
942,linear_self_calibration method minimal_assumption reasonable_conditions zooming__change focal_length iterative_algorithms rotating_camera extremely_rapid convergence_problems_characteristic principal_point internal_parameters image__allowing square_pixels pixel_aspect ratio zero_skew rectangular_pixels method_works possible_variation,'Optimization'
943,resulting_algorithms correlation_method based_reasoning significant_local_deformation direct_area_based stereo_problems_occur optimal_window_size window_size_selection affine_deformable_windows random_pair,'Optimization'
944,formulate_motion robust_smoothness_constraints unknown_motion motion_estimates depth_maps novel_view_interpolation single_depth computing_dense_depth regions_occluded image__thus tasks multiple_images possible_solutions motion_compensated_prediction global_optimization associate_motion structure_recovery different_images depth_estimates depth_estimation_algorithms natural_variation greater_fidelity,'Optimization'
945,recover_camera_motion estimated_motion_converges robust_estimator algorithm_based excessive_variance image_velocities_suffer reweighted_gauss_newton iterations_handles velocity_measurements image_noise true_value statistically_consistent isotropic__consistency means camera_motion,'Optimization'
946,motion_features animal_hunt_detection three_level_video event_detection_algorithm contain_events motion_blobs_belong neural_network mid_level domain_specific_inferences combine_low_level shot_features generates_shot_summaries mid_level_employs intermediate_level_descriptors wildlife_documentaries level_extracts_texture color domain_specific_inference process shot_summaries video_segments g_hunts event_video summarization,'Machine learning applications'
947,endocardial_contour preliminary_estimation_step synthetic_images inherent_natural_variability sequence admissible_deformations endocardial_border prototype_template genetic_algorithm_combined successfully_applied data_likelihood_model tracking_problem optimization_problem distribution_mixture bayesian_framework shape_based_segmentation accurate_statistical_modeling efficiently_solved distribution_shape global_prior_knowledge deformable_anatomical_structures grey_level_distribution medical_images,'Optimization'
