,abstract,labels
417,shape_population_metric training_population description_lengths according_diffusion points_correspond metric_functional_clustering deformation appearance_models points_observed markov_chain individual_observations metric_space entire_data motion_segmentation sparse_sampling transparent_manner, 'Social good'
418,graph-shifts medical_image_labeling optimal_shift hybrid_discriminativenerative model art_computed indirectly_causing rapidly_compute recently_introduced_graph shifts_algorithm graph_shifts semantically_meaningful_regions trees_buildings etc label_images pairwise energy_function high_level_natural image_labeling obtain_comparable parent_child_relationships image_labeling_based energy_minimization_algorithm problems__graph shifts hierarchical_decomposition shift_optimally_reduces dynamically_manipulating, 'Social good'
419,learning_visual_models techniques_operate_directly feature_space resulting_techniques object_categories categories__directly techniques well_established_graph mining_techniques_used perform_similarly challenging_data_sets social_networks large_scale_complex network infer_information link_analysis_techniques entire_training unit_visual_features unsupervised_modeling unsupervised_manner diverse_applications, 'Social good'
420,region_prior_allows local_rectangular_regions segmentation_accuracy semantic_textons local_descriptors efficient_decision_forests k_means_clustering extremely_fast image_level_prior filter_bank_responses image_pixels expensive_computation second_contribution powerful_low_level features execution_speed nearest_neighbor_assignment implicit_hierarchical_clustering forests__efficient semantic_textons test__especially explicit_local_classification estimate semantic_context segmentation_algorithm decision_trees region_prior_category distribution automatic_categorization_believes five_fold_increase semantic_textons combines image_region feature_descriptors, 'Social good'
421,implicit_euclidean_space assumption various_poses methods learning_model object_detector formulation_minimizes order_approximation original_detector motion_model large_transformations class_specific_tracking function geodesic_error object_detection novel_learning_based tracking_model_combined fraction_compared detection_rate pose_invariant_object detection_algorithm transformations_used accurately_detect_objects search_space, 'Social good'
422,different_classes sparse_cloud manual_initialisation data_contains_noise tracking_errors articulated_objects region_moves approach_requires articulated_object observational_data estimating_pose entirely_dependent priori_motion_model unlike motion generative_model initial_low_level missing_data_whilst inferring_poses probabilistic_framework standard_feature_tracker best_described complex_scenes detect_instances, 'Social good'
423,spatial_appearance background_occluded density_variations experiments g_smoke navier_stokes_equations synthesize_videos temporal_variations image_motion_information continuous_hmm heavy_rain considered_occluding_layers dynamic_texture valid_estimate interactive_conditional_modes icm layer_corresponds different_backgrounds constituent_layers transition_probabilities_based simultaneously_separating unoccluded_background black_background parametric_motion fdts_considered temporal_variations stochastic_motion fluid_nature fluid_dynamics dynamic_texture simultaneously_obtain methods generation_probabilities_based novel_method static_background_layer brick_building video_sequence motion_models periodic fluid_dynamic_texture fdt convex_matting learned_model, 'Social good'
424,svds__proceeding multiple_targets occlusion__belonging ii detect_points unified_way multiple_targets main_idea establish_track_identity input_data_consists semi_definite_optimization track_stitching observed_data intuitively__changes underlying_model detect_changes segments_according model_required dynamics_change lines__fragmented tracks_corresponding inexpensive_approach tracks__possibly observed_data matrix_constructed dynamic_event_detection efficiently_solved minimal_complexity_joint models sets_corresponding targets_undergo_substantial changes continuous_track complexity_correspond, 'Social good'
425,compact_representation accurate_modeling primitive_actions walk_punch kick_sit recognition_rates require_storing actions_relative single_action publicly_available_data unconstrained_video_commonly viewpoint_estimation multiple_viewpoints viewpoint_invariant methods_multiple cameras providing_video_based view_invariant action_recognition low_dimensional_structure video_obtained human_motion increasingly_interested testing_phases simultaneous_views single_camera simultaneous_action_recognition, 'Social good'
426,canonical_approach pseudo_hessian_realized novel_ldquononpositive_support kernel_machinerdquo nskm canonical_leading support_vector_tracking svt__framework sparser_kernel_machine positive_semidefinite fast_convergence circumstances_theoretically sizeable_computational_savings approach_ensures canonical_lucas_kanade lk__algorithm discriminative_classification weighted_algorithm accurate_alignmenttracking weighted_framework, 'Social good'
427,dynamic_textures_motion model__second segmented_region different_directions homogeneous_motion video__containing frames inhomogeneous_crowds segmentation, 'Social good'
428,the novel_approach support_vector_machine training_process combined_generative_discriminative approach learned_generative_model involves_utilizing particular_pedestrian_pose neural_network discriminative_model synthesized_virtual_samples selectively_sampled pedestrian_class informative_samples classification_performance discriminative_model texture_models pedestrian_classification significant_improvement probabilistic_shape local_receptive_fields generative_model_captures prior_knowledge, 'Social good'
429,perform_recognition_tests traditionally__object recognition dense_scene_labeling human_studies segmentpsilas_appearance object_categories human_studies contextual_information relative_location accurate_recognition contextual_information resolution_images object_category_based algorithm_assigns explicitly_model_context relevant_information object_appearance_information blind_recognition appropriate_venue relative_scale context_model scene_surrounding performed_based_solely small_images higher_resolution vary_significantly algorithm_achieves_state, 'Social good'
430,"trained, trained,_multiscale, deformable_part model relies_heavily discriminative_training latent_svm deformable_parts margin_sensitive_approach hidden_crf leads non_convex_training data_mining_hard negative_examples latent_information average_precision training_problem eventually_make_possible two_fold_improvement hierarchical__grammar models_involving_latent difficult_benchmarks latent_svm positive_examples pascal_challenge object_detection training_methods pascal_person_detection challenge dimensional_pose best_performance discriminatively_trained multiscale__deformable quite_popular", 'Social good'
431,representations parts_characterized neighborhood_context rigid_objects visual_categorization local_overlapping_areas around classification_methods matching_parts_associated visual_vocabulary appearance_codeword pascal_challenge semantic_distance kernel_obtained method_outperforms partbased_model minimal_supervision data_set loosely_captures_structural information context_distributions constellation_model_learned represent_images, 'Social good'
432,adopt_online_exponentiated gradient_eg algorithm empirically_compared high_level_vision tasks_scene spatial_priors relies spatial_priors_play crucial_roles models_yield_encouraging results two_stage_training procedure large_scale_image region_annotation_task max_margin_markov networks__mn common_feature_representation exact_inference perform_image_scene general_procedure crfs_slightly_outperforms discriminative_structured_output convex_duals fair_manner special_cases optimization_algorithm, 'Social good'
433,neighborhood_criteria problems unordered__variable length_data mercer_condition clearly_outperform_svms initially_kernels object_geometry support_vector networks_svms depends ldquocontext_dependentrdquo_kernel ldquocdkrdquo handle_fixed_length data object_recognition ldquocontext_dependentrdquo objects__seen regularization_term fidelity_term kernel_referred local_features interest_points regions_etc appropriate_kernels feature_matching energy_function_mixing, 'Social good'
434,classification_problem unlike define_classes training_images camera_viewpoint pose_detection_algorithm potentially_discriminative_features clean_segmentation randomly_sampling recursively_clustering selected_blocks novel_method video_sequences orientated_gradient hog pose_recognition decision_tree main_contribution mocap_data random_forests moving_cameras, 'Neuroscience'
435,paths_pass hierarchy_represents_information non_parametric_bayesian model smaller_distance completely_unsupervised intuitive_taxonomy method_employs tree__similar images_share initial_segments novel_statistical_method available__organizing internal_node taxonomy_allows_good disorganized_collection popular_model, 'Social good'
436,object_segmentations hierarchical_structure hierarchy_based hlda visual_data scene_discovery_focused method group_visual_objects generative_hierarchical_latent dirichlet_allocation hlda_model visual_appearance equal_granularity multiple_segmentation_framework unlabeled_images semantic_meaning organism_animal feline_cat unsegmented_image_collections text__images unsupervised_discovery visual_domain classification topic_hierarchies non_overlapping_classes local_image_regions text__employing unsupervised_object multi_layer_hierarchy tree, 'Healthcare'
437,learning_procedure reshaped_altogether local_distance_functions local_distance_function local_learning rank_neighbors well_defined_objective function__motivated supervised_ranking_method p_norm push elegantly_coupled proper_neighbors novel_method directly_compared classification_techniques_based good_neighbors learned_independently, 'Social good'
438,category_recognition ldquoi spatial_pact_outperforms histogram_distribution scene_recognition compact_representation spatial_pact census_transform ct used_separately recognizing_instances tasks__pact captures_local_structures spatial_pyramid spatial_pact widely_researched features large_scale_structures introduce_spatial_pact principal_component_analysis different_discriminative_powerinvariance tradeoff room_rdquo neighboring_values strong_correlation incorporates_global_structures operation_ignores_noise place_instance_recognition ldquoi, 'Social good'
439,greatly_enhanced iris_recognition regional_ordinal_measure well_known_cascade architecture iris_representation_method learned_ordinal_features firstly__taking features__compared stable_classifier iris_textures generalization_capability challenging_iris_image addition__soboost outperforms_adaboost gentle_adaboost js_adaboost etc adaboost__soboost novel_similarity_oriented soboost_algorithm novel_iris_recognition method_based learned_soboost_classifier searching_ability feature similarity_oriented_training samples boosting_strong_classifiers large_scale_deployments, 'Social good'
440,filter_banks statistical__considerations texture_classification_model texture_images filter_responses sophisticated_classifier descriptor_responses_taken local_descriptors discrete_features image_patches discrete_features knowledge__state dasiavisual_wordspsila curet__despite multi_scale_classification scheme_built unsupervised_clustering, 'Social good'
441,Coarse-to-fine_low-rank_structure-from-motion motion_recovery model_prior drastically_reduced directly_gives deformation_modes low_rank_shape model__instead difficult_upgrading_step deformation_modes metric_model reconstruction_algorithm point_correspondences linear_combination reconstruction_algorithm spatial_smoothness original_low_rank shape_model deformable_shape high_level low_rank_shape iteratively_adds_deformation modes shape_bases priors__accounting mean_shape, 'Social good'
442,background_subtraction oriented_gradient hog_descriptor articulated_poses cluttered_background action_classes mainstream_video_surveillance approaches learning_mode parameters_representing_poses poses_primitives action_recognition local_temporal_context unlike dynamic_features pose_primitives recognizing_human_actions n_gram_expressions action_recognition, 'Social good'
443,activity_analysis novel_approach co_clustering_trajectories approach_jointly_learns camera_views large_data_sets views_covered feature_spaces uncalibrated_static_camera camera_views published__advantages generative_model tasks__grouping trajectories different_ground_planes quite_arbitrary modeling_paths_commonly multiple_camera_views multiple_synchronized different_camera_views belonging, 'Social good'
444,classification_rates spatio_temporal_features human_figures_need method_performs individual_poses sparse_sets pose_models classification_tasks publicly_available_action dataset unsegmented_videos encodes_spatio_temporal relationships learning_human_motion models spatio_temporal_motion parts motion_cycles novel_method static_pose_models descriptive_motion_parts unified_framework, 'Social good'
445,visual_hulls model_points spatio_temporal_volumes stvs__generated differential_geometric_properties modeling_process_starts time_instant spatiotemporal_action_features recognizing_actions exploiting_pairwise_interactions actors_observed recognized_based input_videos multiple_views multi_view_ixmas actions matching_action_features features__promising actorpsilas_silhouette encodes_shape multi_view_input videos arbitrary_views, 'Social good'
446,determined_beforehand image_acquisition computational_neuroanatomy_project non_linear_image transformation_based shows_significant_improvement distortion_correction_method polynomial_kernel_expansion registration_process outlier_detection large_image_stacks brain_tissue_samples image_registration technique_identifies_image defects registration_model serial_section_images automatic__defect tolerant_registration challenging_problem noisy images fully_automatic_stitching methods sample_preparation transmission_electron_microscopy tem_images poses spatial_features corresponding_points probabilistic_approach computational_neuroanatomy successfully_applied, 'Healthcare'
447,prototype__learned reference_object appearance texture_object textured_object visual_appearance pairwise_interaction similarity characteristic_subset approach_aligns_complex neighborhood_system pixel_pairs_derived learned_reference_object markov_gibbs_random field automatic_initialization_followed gradient_search gibbs_energy affine_transformation_maximizing signal_co_occurrences, 'Social good'
448,Face Face_alignment model learning_paradigms rank_learning extensive_experimentation_shows ranking_problem extend_gentleboost score_function training_data instances_need alignment_performance model_exceeds face_model face_alignment_seeks correct_fitting, 'Social good'
449,different_classes independent_trials multiple_frames upper_left_times submatrix wide_range point_triplets view_invariant_recognition totally_different varying_viewpoints fundamental_ratios action_recognition fundamental_ratios camera_parameters associated_fundamental_ratios identify_similar_plane motions point_triplets planes camera_parameters body_posture noise_levels moving_plane_observed fundamental_matrix recognize_actions fixed_camera_induces semi_synthetic_video data actions__confirm, 'Social good'
450,human_actions achieving_accuracy retrieved_action_samples movie_scripts inherent_problem natural_human_actions automatic_annotation annotation_errors local_space time_features space_time pyramids action_classification classifying_challenging_action classes multi_channel_non linear_svms particularly_investigate video_classification high_tolerance noisy_labels action_retrieval automatic_annotation text_based_classifier training_set address_recognition evaluate_alternative_methods visual_learning, 'Social good'
451,unstable_segmentations regions_makes getting_popular compute_partial_matching cost__pmc segmentation_irrepeatabilities matching_regions image_segments_capturing region_adjacency_graph rag fairly_repeatable similar_objects regions__region correspondences partial_region_matching approach segmentations_exhibit_poor repeatability motion_sequences label_assignment_framework match_images different_viewpoints etc_segmentation algorithms_reflect region_adjacency_constraints different_time region_based_features matching_rags higher_descriptive_power relative one_matching_algorithm high_contrast dominant_contours, 'Social good'
452,Bayesian_color constancy form__free outdoor_images accurately_labelled bayesian_formulation bayesian_illuminant_estimation illuminant_estimation true_reflectances visible_surfaces image_formation properties_experimentally firstly_automatic_selection significantly_improved estimating_reflectances scene_illuminant principal_step assumes_uniform_illumination image_properties high_quality indoor improved_accuracy computational_color_constancy reflectance_distribution, 'Social good'
453,creating_shape_detectors exhibiting_shading_patterns reveal_information smooth_surfaces, 'Social good'
454,global_silhouette_like descriptions learnt_object_components range making_efficient dimensional_representation training_instances large_databases experiments features_based_representations unsupervised_learning models local_structures challenging_pascalpsila_multi class_detection_tasks discover_object_categories line_segments supervised_detection training_examples visual_object_categories supervised_multi_category detection novel_method totally_unsupervised_fashion multiple_visual_categories approach_improves multiple_view_points, 'Social good'
455,view__style framework_leads temporally_segmenting_videos appearance_variations previously_reported_recognition rate ballistic_movements_form natural_units approachpsilas_general_utility interactive_movements high_recognition rates atomic_movements individual_movements ballistic_dynamics_enhances action_recognition bayesian_framework robust_algorithm ballistic_dynamics psycho_kinesiological_studies indicate popular_motion_history image_feature gesture_recognition_task person_centric_morphological labels_ballistic_verbs, 'Social good'
456,conventional_paradigms low_resolution_face considerably_improved_compared face_recognition_algorithm eigenfaces_fisher etc sufficient_resolution super_resolution_algorithm times_pixel_size prior_information face_features recognition_perspectives approaches measures face_recognition_degrades super_resolution_reconstruction super_resolution_method low_resolution_domain low_resolution_training set high_resolution_training, 'Social good'
457,facial_component versus_open_lids facial_features american_sign_language asl__sentences subclass_divisions facial_features_varies quite_reliably_detect color_segmentation extreme__extensive internal_features limited_success facial_features textural_information major_facial_features brows_eyes mouth learning_algorithms changing_expression pose detailed_detection advanced_dramatically video_sequences facial_feature idea_used decades__algorithms obtain_precise_descriptions precise_detection distinct_construction face_detection training_samples manual_detection error face_detection_algorithm process_permits detailed_description, 'Social good'
458,target_task learning_discriminative_linear complementary_task mutual_information_measure classification_task face_classification_field subject_recognition small_sample_size problem complementary_task feature_space facial_expression_classification improved_feature_extraction environmental_artifacts complementary_tasks complementary_classification_task target_one complementary_classification projected_data, 'Social good'
459,data_set data_sets discriminative_image_model retrieve_images caltech_data_sets exploiting_established_online knowledge_resources wikipedia_pages image_appearance berg_al schroff_al bergpsilas_collection data_set text_around categories__experimental results method_determines specified_object_class animal_categories text, 'Social good'
460,Finding_trails image_pixel_trail probabilities splitting_heuristic_based global_cost_function time__automated tools optimal_trail rough_roads length_term_significantly mile_continental_divide mountain_bike_trail assumptions_prevalent recognizing_relatively_straight dijkstras_algorithm challenging_images finding_trails adequately_mapped classification_techniques approach_combines_local estimates local_part general_problem global_constraint road_literature known_dynamic_programming methods difficult_problem trails aerial_images defined_roadways statistical_learning_approach methods_developed path_length global_probability digital_images finding_recreational_trails cartographers__recreational users, 'Social good'
461,Robust_dual_motion deblurred_image blurred_images camera_shaking kernel_estimation single_image_motion deblurring_algorithms complex_motion_blurs robust_algorithm perform_iteratively_kernel estimation consecutively_captured_blurred photos robust_approach robust_feedback_algorithm successfully_estimate_large kernel_priors robust_cost_function serves continuity__remove ambiguity greatly_improved clear_image robust_cost_function image_deblurring reject_outliers, 'Social good'
462,anti_aliasing_filters blurry_input_image method_handles_blur single_image motion__defocus capturing_light inherent_aspects measure_blur ldquosharprdquo_version scene_content estimates_non_parametric sub_pixel super_resolved defocus__slight camera_motion camera_sensor non_zero_area completely_automatic fast limited_sensor_resolution imaging_system known_printed_calibration target subpixel_resolution image_blur, 'Social good'
463,general_layout lower_dimension embedding_space quantized_local_invariant descriptors obtained_high_dimensional representation spectral_properties expose_classification large_intra_class variation points_clusters relative_arrangement approach_compare_favorably different_nodes relative_frequency particular_case commute_times different_images classification_tasks image_representation, 'Social good'
464,best_explains jigsaw_pixels practical_applications significantly_improves large_jigsaws_novel sparse_belief propagation_algorithm model non_overlapping_patches latent_jigsaw_image shape__size computation_time significant_savings latent_image large_jigsaws_needed varying_shape hybrid_method image_pixel large_space make_learning repeated_structures hybrid_inference_method leads model_scales_linearly possible_jigsaw_pixels, 'Social good'
465,art art_object detection_algorithm learns medical_image_offers strong_contextual_information integral_image confidence_scorer effectively_leveraging input_image sparse_scans computational_complexity_linearly depends regression_function scan_window target_object exhaustive_scanning detecting_left_ventricle learning_task annotated_database effective_tool foreground_object detecting_medical_anatomy echocardiogram__achieving improved_accuracy art_object detection_algorithm image_based_boosting ridge_regression_algorithm training_efficiency detection_algorithm_exhaustively scans binary_classifier medical_context object_instances appearance_observed regression_approach displacement_vector exhibits_good_generalization capability, 'Social good'
466,consistently_improves_search quality large_corpus image_feature_vocabulary queries__building randomized_trees efficient_spatial_verification stage model user_supplies larger__web scale_image_corpora visual_vocabulary compare_different_scalable methods novel_quantization_method ranked_list photo_sharing_site major_time object__retrieved query_object performance_bottleneck million_images_crawled large_scale_object retrieval_system major_effect promising_step query_image retrieval_quality, 'Healthcare'
467,discriminative_tracking frame_yield_direct predictions tracked_target discriminative_approach relevance explicitly_address image_sequences partial_occlusions bayesian_mixture targets_state g__positionscalerotation partial_occlusions corresponding_relevance template_tracking prediction_accuracy motions_large accurately_predict classical_methods multiple_observations probabilistic_kernel_based fast_motion newunseen_observation posterior_probability image_patches efficient_visual deteriorate_drastically recursive_scheme training_set probabilistic_predictions, 'Social good'
468,negligible_impact classification_performance discriminative_information feature_observation_sequences correct_classification_errors optimal_feature_subset associated_static_classifiers optimal_subset classification_errors supervised_feature_subset selection feature_observations class_syntax_models optimal_class_label sequence different_classes_overlap training_data combines_static_classifiers static_classifiers parsing_algorithm drug_administration fda_documents court_case notices class_syntax logical_entity_recognition novel_method class_labels eliminate_redundant_features static_classifiers unified_algorithms scanned_historical_u class_syntax significantly_reduces feature_space locational_evolvement model_temporal, 'Social good'
469,texture_discrimination automatic_clustering_algorithm rotation_invariant_property texture_representation scaling_behaviour analyzing_aerial_images different_orientations geographical_elements multifractal_features self_similar_multifractal measures watershed_technique supervised_segmentation_framework, 'Social good'
470,natural_images expectation_maximization successfully_segment method experimental_tests gaussian_clusters method_allows multimodal_texture gaussian_models unsupervised_texture_segmentation complex_textures natural_images, 'Social good'
471,piecewise_smooth_functions plus_noise mumford_shah_technique gradient_descent_step involves_solving hierarchical_implementation efficient_algorithm_capable classic_mumford_shah problem mumford_shah_functional attractive_ability pixel_measurements data_quality standard_mumford_shah boundary_value_stochastic processes curve_evolution_implementation triple_points gradient_descent_equation smooth_reconstruction resulting_active_contour model_inherits coupled_mumford_shah spatially_varying curves_define corresponding_optimal_estimation problem, 'Social good'
472,condensation_approach g_affine projective moving_finger understood_deformations possible_curves learned_prior understood_groups curves_allows certain_complexity_bounds tracking_problem training_curves tracked_curve second_set, 'Social good'
473,motion_edges multifeature_tracking_approach segmentation_problem required_topographic_surface method__objects camera_motion results object_tracking long_sequences object_corners image_clutter predicted_contour_intensity edges watershed_algorithm model_free_method, 'Social good'
474,select_similarity_metrics data_distributions image_classification transductive_problem supervised_learning_faces relevance_feedback probabilistic_structure select_good_features vision_applications labeled_images unlabeled_data features cast_image_retrieval insufficient_labeled_training linear_transformation probabilistic_framework image_classifier labeled_data image_retrieval_applications generative_model poor_generalization image_retrieval satisfactory_performance, 'Social good'
475,Boosting_image_retrieval causal_structure feature_space highly_selective_features million_images large_number scanned_rapidly large_database visual_causes technique_known classification_function boosting_procedure_learns example_images visually_similar_share causes user_selects query_time, 'Social good'
476,modeling_different_facial facs action_units aus_multi state_facial_component models transient_facial_features upper_face_expressions neural_network facial_features feature_parameters permanent_facial_features brows_eyes mouth recognizes_upper_face action_units test_data detailed_parametric_descriptions facial_furrows single_action_units recognition_rate recognizes_finrained changes facial_action_coding facial_expression_based analyze_subtle_changes nearly_frontal_image sequence, 'Social good'
477,wavelet_decomposition discrete_states hidden_markov_model hmm conventional_template methods statistical_dependency different_levels level_capture novel_approach eigenface_methods frontal_face_detection matched_filter, 'Social good'
478,parameter_space initially_faraway_poses initial_poses combined_feature_feature similarity_measure ftsm_noticeable_properties reliably_align_varying pose_faces complex_manifold face_alignment_algorithm easy_determination evaluate_image_differences significant_clutter separate_subspace_models combined_ftsm represent_frontal_face patterns feature_points feature_based_similarity measure__fbsm combined_unified_nonlinear model_pose formulate_face_alignment hill_climb_directions computing_gradients match_unknown_pose combined_ftsm_include model_based_parameter estimation_problem error_functions spatial_differences, 'Social good'
479,efficient_implementation image_segmentation_algorithm small_components property_allows pixels_csub_around special_point_outside main_tool minimum_cost results groups_csub natural_segmentation nearby_large_clusters graph_cuts artificial_images intersecting_closed_contours, 'Social good'
480,polygonal_representation surface_extraction phytoplankton_classification prove_correct general_framework motion_regions incremental_motion_typical active_contours polygonal_implementation enables_active_contours topology_changes contour_representation undergo_topology_changes appropriately_handled proved_correct significantly_affect_execution region__contour intersections contours_evolve correctly_represent_regions, 'Social good'
481,wallpaper_groups rotation__reflection glide_reflection global_symmetry group_leads principled_method repeated_pattern translational_lattice addressed_detection representative_motif experiments exhibit_local_symmetry consistent repeated_pattern following_automatic_classification human_perception innate_ability entire_pattern powerful_insight candidate_motifs extract_visually_meaningful building_blocks motifs_conform perceive_symmetry mathematical_theory novel_peak_detection algorithm_based underlying_translational_lattice patterns_symmetry_group knowledge repeated_pattern, 'Social good'
482,recovering_information point_correspondences human_figure articulated_object calibrated_camera single_variable single_image effective_algorithm reconstruction_problem_parameterized, 'Social good'
483,rarely_written generalized_hough_transform hough_kernels objects_geometry mind__leading objects_features algorithm_represents intelligent_rooms_equipped partial_occlusion background_clutter false_alarm_rate video_cameras uses_color_information hands_occluding eliminate_parts detection_rate hough_kernels_implement object_recognition object_recognition algorithms typical_person image_correlation impracticalities_include_speed normal_consumer small__quantized edge_templates execution__elaborate training_rituals, 'Social good'
484,Distortion-invariant_recognition jittered_queries contexts__providing invariances similar_examples reducing_training_time single_pattern nist_handwritten_digit database error_rate test_example patterns_formed translation_distortions_produced query_intended enabling_robust searches_based similar_class_models model_selection memory_based_learning ii robust_query test_time achieving_distortion_invariant recognition successfully_pre_compiled single_example preliminary_tests query_execution significant_advantages, 'Social good'
485,detect_moving_people grouping_technique_called tensor_voting particularly_useful local_neighborhood office_environments robust_segmentation motion_segmentation_algorithm devised_based minimum_saliency typical_home contour_analysis varying_body_sizes missing_data noise initialization__uses subjective_threshold significant_motion scene_analysis temporal_differencing multiple_persons people_detector, 'Social good'
486,ambiguous_multi_sensory data audiovisual_speaker_detection interactive_kiosk_environment challenging_problem actions dynamic_bayesian networks_dbns learning_framework silence_detectors novel_human_computer interfaces_poses contextual_knowledge data_exhibits_complex behavior classical_learning appealing_models dbns_based multiple_sensors problem__unfortunately statistical_inference sound__temporal fusion audio_sensors face_skin texture_mouth motion, 'Social good'
487,discrete_time_dynamic markov_model translation__scaling predict_evolution geometric_parameterization skin_color_distribution markov_model labeled_ground_truth video_sequences_taken approach_enables_reliable skin_segmentation wide_variation segmentation model_approach time__quantitative evaluation explicit_second_order markov_model dynamically_updated_based popular_movies likelihood_estimation time__histograms video_sequences skin_color hsv__histogram color_space consequent_changes current_segmentation, 'Social good'
488,unstructured_environment selecting_examples video_stream active_vision practice__experimental results slower_rate biologically_plausible_retinally neural_network architecture tracking_human_face object_moving neural_network_detects space_varying_sensor depicts, 'Social good'
489,dense_surfaces invariant_values incorporate_constraints wrapped_around_landmark landmarks_extracted landmark_matches absolute_position_estimation results landmarks_allows extract_landmarks efficient_landmark_matching eliminate_outliers iterative_pose_estimation algorithm__based natural_terrain_based priori_pose_information closest_point_search structure concatenating_pose_dependent oriented_surface_points match_small single_feature_vector median_squares dense_scene_surface patches available_pose_constraints pose_invariant_surface signatures robust_absolute_position estimation, 'Social good'
490,regular_grid_features noise_sensitivity advantages human_skin_motion experiments finite_element fem__model performance_comparison main_idea single_model_driving strategy novel_multiscale_approach naturally_handle made_elastic_materials method_includes range_images multiscale_iterative_algorithm recover_correspondences registered_intensity conventional_approach separate_snakes undirected_hausdorff_distance nonrigid_motion, 'Social good'
491,online_task homogeneous_motion shape_space orthogonal_projection_matrix dimensional_subspace shape_space algorithm_uses motion_segmentation multiple_objects extract_useful_information novel_algorithm algorithm_based discriminant_analysis, 'Social good'
492,two_dimensional_optimization problem shape_recovery moving_object computing_precise_depth estimates matching_optimization_problem reconstruction_accuracy heuristic_modification motion_stereo dynamic_programming_applied good_performance, 'Neuroscience'
493,points__lines andor_directly image_intensities include_lines estimating_structure oliensis_method motion_simultaneously fast_factorization_algorithm, 'Social good'
494,motion_field structure_recovery regularization_constraints assume_rigidity optical_flow_constraints affine_model nonlinear_motion model_fitting n_image sequences recursive_algorithm calibrated_cameras undergoing_similar_motion small_region n_eye_stereo camera scene_motion stereo_constraints scene_flow simultaneously_estimate small_regions non_rigid_motion regularization_constraints image_region motion_correspondences, 'Social good'
495,basis_shapes non_rigid_shape models image_sequences orthographic_projection model_free_approach image_sequences kanades_factorization_technique talking_person video_sequences video_recording yield_pose configuration higher_rank example__tomasi single_view_video sequences_nonrigid_shape models internal_modes linear_combination three_step_process non_rigid_human face high_accuracy tracking_matrix novel_technique_based animal_models, 'Healthcare'
496,outer_borders hand__typically left_ventricle software_package proteus coronary_vessels_responsible g_coronary bypass viable__healthy cardiac_tissue completely_automatic infarcted_region heart_permit imaging_techniques segmented_contours_delineating modalities_differs model_based_approach infarcted__injured tissue high_resolution_images cardiac_tissue, 'Social good'
497,grabbed_images attached_camera features__invariant translation_based local_integration neural_network live_defect_detection, 'Social good'
498,resulting_algorithms correlation_method based_reasoning significant_local_deformation direct_area_based stereo_problems_occur optimal_window_size window_size_selection affine_deformable_windows random_pair, 'Social good'
499,motion_features animal_hunt_detection three_level_video event_detection_algorithm contain_events motion_blobs_belong neural_network mid_level domain_specific_inferences combine_low_level shot_features generates_shot_summaries mid_level_employs intermediate_level_descriptors wildlife_documentaries level_extracts_texture color domain_specific_inference process shot_summaries video_segments g_hunts event_video summarization, 'Social good'
500,shape_template brain__followed multispectral_measurements intensity_values head__multispectral prior_information automated_segmentation midsagittal_slices successfully_tested magnetic_resonance_imaging mri various_lateralized_behavior sex__age neurodegenerative_diseases recordings_enable_voxel based_tissue_classification morphometric_parameters multispectral_images corpus_callosum cc subjects_scanned midsagittal_sections, 'Social good'
501,aircraft__common approaches_calculate approach_avoids_metric employ_similarity_measures specifically_generate network_trained training_exemplars_projecting near_classification_boundary similarity_exceeds similarity_measure prominent_visual_signal euclidean_discriminator human_expert neural_network arbitrarily_large_number contain_aircraft pre_specified threshold approach_allows screening_images decision_based euclidean_distance infrared_image practical_interest correct_match training_set, 'Social good'
502,image_measurements parameter_space_conditioned particular_type detects__localizes motion_models affine appropriate_model phase_rate spatial_position object_motion condensation_algorithm posterior_distribution complex_optical_flow events image_variation generative_spatio_temporal models spatio_temporal_representation bayesian_framework, 'Social good'
503,restored_image blur_parameter simultaneous_recovery defocused_images focused_image intensity_process locality_property markov_random_fields mrfs_line fields posterior__map estimates preserve_discontinuities scene_intensity focused_image space_variant_blur parameter quite_good joint_posterior_distribution, 'Social good'
504,evaluating_edge_detection different_jeep_like vehicles analysis heitger_detector_gives style_evaluation edge_detectors, 'Neuroscience'
505,natural_scenes small_collection negative_examples large_database instances__sub images individual_instances sub_images retrieve_images spatial_properties method_earlier multiple_cues learned_concepts multiple_instance_learning image_contains segmented_high_resolution images learn_visual_concepts natural_scene_classification example_image color__texture user_labels mechanism diverse_density_algorithm learn_certain_object class_concepts cars classify_images, 'Social good'
506,background_component target_material_subspace model estimated_directly background_subspace_model physical_model varying_illumination target_material_spectral reflectance prior_information_required compute_maximum_likelihood estimates target_material_component image_pixel atmospheric_conditions estimates_form generalized_likelihood_ratio test subpixel_material_identification subspace_models, 'Social good'
507,Audio-visual_person_verification significant_reduction published_protocol publicly_available_audio visual_database xmvts_subjects sophisticated_fusion_strategy enables investigate_benefits uses_frontal_face images taken_seperately classifier_combination fusion support_vector_machine classifier_leads trained_linear_weighted schemes vocal_modules, 'Social good'
508,high_resolution digital_images extract_geodetic textured_models graphics_texture dense_foliage aerial_images inferred__triangulated terrain initially_uncontrolled close_ranground interactive_system available_observations small_meter_square office_park procedurally_generated_roof polygons urban_scenes fully_automatic_component detects_significant_vertical_facades multiple_inter_occluding structures highly_varying_lighting conditions_amidst significant_occlusion close_range, 'Social good'
